anon_id,sender,sender_id,block_type,task_id,super_rule,sub_rule,response,correct,difficulty,duration,timestamp
t6,Inference Decision,6_0_1_0_0,inference,0,expansion,star_step,Same,False,1,5178.700000005949,2025-11-21T10:59:00.942Z
t6,Confidence Check,6_0_1_0_1,inference,0,expansion,star_step,Sure,,1,3066.500000005937,2025-11-21T10:59:04.028Z
t6,Inference Decision,6_0_1_1_0,inference,1,expansion,star_step,Same,True,1,6991.00000001787,2025-11-21T10:59:11.037Z
t6,Confidence Check,6_0_1_1_1,inference,1,expansion,star_step,Sure,,1,1782.800000017858,2025-11-21T10:59:12.828Z
t6,Inference Decision,6_0_1_2_0,inference,2,expansion,plus_full,Different,True,1,4221.800000017858,2025-11-21T10:59:17.067Z
t6,Confidence Check,6_0_1_2_1,inference,2,expansion,plus_full,Unsure,,1,1444.5000000178698,2025-11-21T10:59:18.523Z
t6,Inference Decision,6_0_1_3_0,inference,3,expansion,plus_full,Same,True,1,1962.7999999999884,2025-11-21T10:59:20.493Z
t6,Confidence Check,6_0_1_3_1,inference,3,expansion,plus_full,Sure,,1,1355.100000017905,2025-11-21T10:59:21.868Z
t6,Inference Decision,6_0_1_4_0,inference,4,expansion,plus_full,Same,True,1,3124.300000017858,2025-11-21T10:59:25.004Z
t6,Confidence Check,6_0_1_4_1,inference,4,expansion,plus_full,Sure,,1,871.1000000059721,2025-11-21T10:59:25.883Z
t6,Rule Reminder,6_0_2,,,,,skip,,,7043.600000017905,2025-11-21T10:59:32.940Z
t6,Application Decision,6_0_3_0_0,application,5,expansion,star_step,Same,True,1,3673.600000011909,2025-11-21T10:59:36.620Z
t6,Confidence Check,6_0_3_0_1,application,5,expansion,star_step,Sure,,1,1190.1000000119093,2025-11-21T10:59:37.820Z
t6,Application Decision,6_0_3_1_0,application,6,expansion,diagonal_full,Same,False,3,19573.30000001192,2025-11-21T10:59:57.404Z
t6,Confidence Check,6_0_3_1_1,application,6,expansion,diagonal_full,Unsure,,3,2133.500000011933,2025-11-21T10:59:59.547Z
t6,Application Decision,6_0_3_2_0,application,7,expansion,plus_step,Same,False,1,3231.600000005972,2025-11-21T11:00:02.796Z
t6,Confidence Check,6_0_3_2_1,application,7,expansion,plus_step,Sure,,1,781.3000000178581,2025-11-21T11:00:03.595Z
t6,Application Decision,6_0_3_3_0,application,8,expansion,star_full,Same,True,1,8524.500000011933,2025-11-21T11:00:12.140Z
t6,Confidence Check,6_0_3_3_1,application,8,expansion,star_full,Sure,,1,694.900000017893,2025-11-21T11:00:12.843Z
t6,Application Decision,6_0_3_4_0,application,9,expansion,diagonal_full,Same,False,3,13498.900000017891,2025-11-21T11:00:26.348Z
t6,Confidence Check,6_0_3_4_1,application,9,expansion,diagonal_full,Unsure,,3,2974.0000000178698,2025-11-21T11:00:29.340Z
t6,Score,6_0_4,,,,,skip,,,11350.50000001787,2025-11-21T11:00:40.701Z
t6,First Example,6_1_0,,,,,skip,,,8318.90000000596,2025-11-21T11:00:49.037Z
t6,Inference Decision,6_1_1_0_0,inference,10,attraction,color,Same,True,2,5281.200000017881,2025-11-21T11:00:54.332Z
t6,Confidence Check,6_1_1_0_1,inference,10,attraction,color,Sure,,2,1069.100000017905,2025-11-21T11:00:55.420Z
t6,Inference Decision,6_1_1_1_0,inference,11,attraction,size,Same,False,3,4385.100000005972,2025-11-21T11:00:59.821Z
t6,Confidence Check,6_1_1_1_1,inference,11,attraction,size,Sure,,3,672.9000000118976,2025-11-21T11:01:00.508Z
t6,Inference Decision,6_1_1_2_0,inference,12,attraction,gravity,Different,True,1,4421.50000001787,2025-11-21T11:01:04.940Z
t6,Confidence Check,6_1_1_2_1,inference,12,attraction,gravity,Sure,,1,884.5000000238651,2025-11-21T11:01:05.837Z
t6,Inference Decision,6_1_1_3_0,inference,13,attraction,gravity,Same,True,1,2912.0000000178698,2025-11-21T11:01:08.764Z
t6,Confidence Check,6_1_1_3_1,inference,13,attraction,gravity,Sure,,1,939.300000017858,2025-11-21T11:01:09.708Z
t6,Inference Decision,6_1_1_4_0,inference,14,attraction,color,Same,False,2,2341.5999999999767,2025-11-21T11:01:12.060Z
t6,Confidence Check,6_1_1_4_1,inference,14,attraction,color,Sure,,2,999.4000000059604,2025-11-21T11:01:13.068Z
t6,Rule Reminder,6_1_2,,,,,skip,,,4446.600000011909,2025-11-21T11:01:17.533Z
t6,Application Decision,6_1_3_0_0,application,15,attraction,color,Same,True,2,5899.900000011898,2025-11-21T11:01:23.452Z
t6,Confidence Check,6_1_3_0_1,application,15,attraction,color,Sure,,2,1023.1000000119092,2025-11-21T11:01:24.492Z
t6,Application Decision,6_1_3_1_0,application,16,attraction,color,Same,True,2,4356.700000017881,2025-11-21T11:01:28.860Z
t6,Confidence Check,6_1_3_1_1,application,16,attraction,color,Sure,,2,630.1000000059721,2025-11-21T11:01:29.500Z
t6,Application Decision,6_1_3_2_0,application,17,attraction,gravity,Different,True,1,4508.100000005972,2025-11-21T11:01:34.029Z
t6,Confidence Check,6_1_3_2_1,application,17,attraction,gravity,Sure,,1,743.2000000119442,2025-11-21T11:01:34.779Z
t6,Application Decision,6_1_3_3_0,application,18,attraction,size,Different,True,3,2265.1000000179047,2025-11-21T11:01:37.051Z
t6,Confidence Check,6_1_3_3_1,application,18,attraction,size,Sure,,3,621.8000000119209,2025-11-21T11:01:37.692Z
t6,Application Decision,6_1_3_4_0,application,19,attraction,color,Same,True,2,3108.400000017893,2025-11-21T11:01:40.812Z
t6,Confidence Check,6_1_3_4_1,application,19,attraction,color,Sure,,2,679.7000000178814,2025-11-21T11:01:41.500Z
t6,Score,6_1_4,,,,,skip,,,4443.800000005984,2025-11-21T11:01:45.963Z
t6,First Example,6_2_0,,,,,skip,,,5625.600000017905,2025-11-21T11:01:51.596Z
t6,Inference Decision,6_2_1_0_0,inference,20,occlusion,reversal,Same,True,2,3256.200000011944,2025-11-21T11:01:54.860Z
t6,Confidence Check,6_2_1_0_1,inference,20,occlusion,reversal,Sure,,2,676.6000000059721,2025-11-21T11:01:55.549Z
t6,Inference Decision,6_2_1_1_0,inference,21,occlusion,reversal,Same,True,2,4841.300000005984,2025-11-21T11:02:00.396Z
t6,Confidence Check,6_2_1_1_1,inference,21,occlusion,reversal,Sure,,2,711.0000000178698,2025-11-21T11:02:01.116Z
t6,Inference Decision,6_2_1_2_0,inference,22,occlusion,mirror_x,Different,True,2,5178.300000011921,2025-11-21T11:02:06.301Z
t6,Confidence Check,6_2_1_2_1,inference,22,occlusion,mirror_x,Sure,,2,730.6000000119093,2025-11-21T11:02:07.036Z
t6,Inference Decision,6_2_1_3_0,inference,23,occlusion,reversal,Same,False,3,2108.600000005972,2025-11-21T11:02:09.165Z
t6,Confidence Check,6_2_1_3_1,inference,23,occlusion,reversal,Sure,,3,679.8000000178581,2025-11-21T11:02:09.851Z
t6,Inference Decision,6_2_1_4_0,inference,24,occlusion,reversal,Different,True,2,2652.400000017893,2025-11-21T11:02:12.507Z
t6,Confidence Check,6_2_1_4_1,inference,24,occlusion,reversal,Sure,,2,609.9000000000233,2025-11-21T11:02:13.132Z
t6,Rule Reminder,6_2_2,,,,,skip,,,1913.000000017928,2025-11-21T11:02:15.052Z
t6,Application Decision,6_2_3_0_0,application,25,occlusion,reversal,Same,True,2,3980.500000005937,2025-11-21T11:02:19.036Z
t6,Confidence Check,6_2_3_0_1,application,25,occlusion,reversal,Sure,,2,572.3000000119209,2025-11-21T11:02:19.627Z
t6,Application Decision,6_2_3_1_0,application,26,occlusion,mirror_y,Same,False,1,4613.000000011874,2025-11-21T11:02:24.252Z
t6,Confidence Check,6_2_3_1_1,application,26,occlusion,mirror_y,Sure,,1,508.30000000598375,2025-11-21T11:02:24.763Z
t6,Application Decision,6_2_3_2_0,application,27,occlusion,reversal,Different,False,2,4119.400000017835,2025-11-21T11:02:28.891Z
t6,Confidence Check,6_2_3_2_1,application,27,occlusion,reversal,Sure,,2,642.3000000000466,2025-11-21T11:02:29.550Z
t6,Application Decision,6_2_3_3_0,application,28,occlusion,rotate_180,Different,True,3,2439.200000011944,2025-11-21T11:02:31.995Z
t6,Confidence Check,6_2_3_3_1,application,28,occlusion,rotate_180,Sure,,3,437.1000000119675,2025-11-21T11:02:32.444Z
t6,Application Decision,6_2_3_4_0,application,29,occlusion,reversal,Different,False,2,3107.1000000119675,2025-11-21T11:02:35.564Z
t6,Confidence Check,6_2_3_4_1,application,29,occlusion,reversal,Sure,,2,422.4000000118977,2025-11-21T11:02:35.995Z
t6,Score,6_2_4,,,,,skip,,,3813.100000011968,2025-11-21T11:02:39.820Z
t6,First Example,6_3_0,,,,,skip,,,20396.30000001192,2025-11-21T11:03:00.219Z
t6,Inference Decision,6_3_1_0_0,inference,30,arithmetic,majority,Same,True,1,4779.900000011898,2025-11-21T11:03:05.004Z
t6,Confidence Check,6_3_1_0_1,inference,30,arithmetic,majority,Sure,,1,763.4000000118976,2025-11-21T11:03:05.771Z
t6,Inference Decision,6_3_1_1_0,inference,31,arithmetic,majority,Different,False,2,14045.500000023863,2025-11-21T11:03:19.822Z
t6,Confidence Check,6_3_1_1_1,inference,31,arithmetic,majority,Sure,,2,442.4000000118977,2025-11-21T11:03:20.268Z
t6,Inference Decision,6_3_1_2_0,inference,32,arithmetic,inversion,Different,True,1,4408.400000011898,2025-11-21T11:03:24.683Z
t6,Confidence Check,6_3_1_2_1,inference,32,arithmetic,inversion,Sure,,1,359.6000000119675,2025-11-21T11:03:25.051Z
t6,Inference Decision,6_3_1_3_0,inference,33,arithmetic,inversion,Same,True,1,2552.000000017928,2025-11-21T11:03:27.611Z
t6,Confidence Check,6_3_1_3_1,inference,33,arithmetic,inversion,Sure,,1,481.4000000118977,2025-11-21T11:03:28.107Z
t6,Inference Decision,6_3_1_4_0,inference,34,arithmetic,minority,Different,True,3,1661.4000000118976,2025-11-21T11:03:29.788Z
t6,Confidence Check,6_3_1_4_1,inference,34,arithmetic,minority,Sure,,3,362.500000017928,2025-11-21T11:03:30.157Z
t6,Rule Reminder,6_3_2,,,,,skip,,,6443.200000011944,2025-11-21T11:03:36.620Z
t6,Application Decision,6_3_3_0_0,application,35,arithmetic,minority,Same,False,2,5321.000000017928,2025-11-21T11:03:41.948Z
t6,Confidence Check,6_3_3_0_1,application,35,arithmetic,minority,Sure,,2,403.6000000119675,2025-11-21T11:03:42.363Z
t6,Application Decision,6_3_3_1_0,application,36,arithmetic,majority,Same,True,1,7858.900000011898,2025-11-21T11:03:50.236Z
t6,Confidence Check,6_3_3_1_1,application,36,arithmetic,majority,Sure,,1,505.1000000179047,2025-11-21T11:03:50.749Z
t6,Application Decision,6_3_3_2_0,application,37,arithmetic,majority,Different,False,3,5043.300000017858,2025-11-21T11:03:55.804Z
t6,Confidence Check,6_3_3_2_1,application,37,arithmetic,majority,Sure,,3,425.3000000119209,2025-11-21T11:03:56.236Z
t6,Application Decision,6_3_3_3_0,application,38,arithmetic,majority,Different,False,1,3911.000000017928,2025-11-21T11:04:00.156Z
t6,Confidence Check,6_3_3_3_1,application,38,arithmetic,majority,Sure,,1,538.3000000119209,2025-11-21T11:04:00.700Z
t6,Application Decision,6_3_3_4_0,application,39,arithmetic,inversion,Different,True,1,1892.300000011921,2025-11-21T11:04:02.604Z
t6,Confidence Check,6_3_3_4_1,application,39,arithmetic,inversion,Sure,,1,360.2000000119442,2025-11-21T11:04:02.972Z
t6,Score,6_3_4,,,,,skip,,,3017.500000017928,2025-11-21T11:04:05.995Z
t7,First Example,4_0_0,,,,,skip,,,11721.399999999994,2025-11-21T10:55:30.756Z
t7,Inference Decision,4_0_1_0_0,practice,p1,,,Different,True,,7035.300000023839,2025-11-21T10:55:37.802Z
t7,Inference Decision,4_0_1_1_0,practice,p2,,,Same,True,,20540.800000005955,2025-11-21T10:55:59.358Z
t7,Inference Decision,4_0_1_2_0,practice,p3,,,Different,True,,7271.100000005972,2025-11-21T10:56:07.637Z
t7,Rule Reminder,4_0_2,,,,,skip,,,6665.800000017887,2025-11-21T10:56:15.316Z
t7,Application Decision,4_0_3_0_0,practice,p4,,,Different,False,,5886.700000017881,2025-11-21T10:56:21.219Z
t7,Application Decision,4_0_3_1_0,practice,p5,,,Different,True,,6166.50000001787,2025-11-21T10:56:28.398Z
t7,Application Decision,4_0_3_2_0,practice,p6,,,Same,True,,6999.300000005955,2025-11-21T10:56:36.414Z
t7,First Example,4_2_0,,,,,skip,,,3374.000000011933,2025-11-21T10:56:44.605Z
t7,Inference Decision,4_2_1_0_0,practice,p1,,,Different,True,,3712.700000023848,2025-11-21T10:56:48.327Z
t7,Inference Decision,4_2_1_1_0,practice,p2,,,Same,True,,4865.200000017881,2025-11-21T10:56:54.196Z
t7,Inference Decision,4_2_1_2_0,practice,p3,,,Different,True,,5230.5,2025-11-21T10:57:00.444Z
t7,Rule Reminder,4_2_2,,,,,skip,,,4207.700000023848,2025-11-21T10:57:05.655Z
t7,Application Decision,4_2_3_0_0,practice,p4,,,Same,True,,3041.500000023836,2025-11-21T10:57:08.705Z
t7,Application Decision,4_2_3_1_0,practice,p5,,,Different,True,,4755.600000011909,2025-11-21T10:57:14.469Z
t7,Application Decision,4_2_3_2_0,practice,p6,,,Same,True,,6919.90000002383,2025-11-21T10:57:22.400Z
t7,First Example,6_0_0,,,,,skip,,,9738.367999999988,2025-11-21T10:57:36.619Z
t7,Inference Decision,6_0_1_0_0,inference,0,expansion,star_step,Same,False,1,4713.200000011915,2025-11-21T10:57:41.343Z
t7,Confidence Check,6_0_1_0_1,inference,0,expansion,star_step,Very Sure,,1,3509.100000005972,2025-11-21T10:57:44.856Z
t7,Inference Decision,6_0_1_1_0,inference,1,expansion,star_step,Same,True,1,5593.600000023842,2025-11-21T10:57:50.456Z
t7,Confidence Check,6_0_1_1_1,inference,1,expansion,star_step,Very Sure,,1,1837.4000000238304,2025-11-21T10:57:52.299Z
t7,Inference Decision,6_0_1_2_0,inference,2,expansion,plus_full,Different,True,1,5432.799999999988,2025-11-21T10:57:57.745Z
t7,Confidence Check,6_0_1_2_1,inference,2,expansion,plus_full,Sure,,1,3736.500000023836,2025-11-21T10:58:01.498Z
t7,Inference Decision,6_0_1_3_0,inference,3,expansion,plus_full,Different,False,1,4036.400000005961,2025-11-21T10:58:05.548Z
t7,Confidence Check,6_0_1_3_1,inference,3,expansion,plus_full,Sure,,1,2004.1000000000056,2025-11-21T10:58:07.566Z
t7,Inference Decision,6_0_1_4_0,inference,4,expansion,plus_full,Same,True,1,8977.600000005972,2025-11-21T10:58:16.557Z
t7,Confidence Check,6_0_1_4_1,inference,4,expansion,plus_full,Very Sure,,1,2313.5999999999767,2025-11-21T10:58:18.875Z
t7,Rule Reminder,6_0_2,,,,,skip,,,2551.6000000119093,2025-11-21T10:58:21.430Z
t7,Application Decision,6_0_3_0_0,application,5,expansion,star_step,Same,True,1,3624.200000005949,2025-11-21T10:58:25.070Z
t7,Confidence Check,6_0_3_0_1,application,5,expansion,star_step,Very Sure,,1,1158.7000000178814,2025-11-21T10:58:26.237Z
t7,Application Decision,6_0_3_1_0,application,6,expansion,diagonal_full,Same,False,3,3195.9000000118976,2025-11-21T10:58:29.440Z
t7,Confidence Check,6_0_3_1_1,application,6,expansion,diagonal_full,Very Sure,,3,1189.3000000238535,2025-11-21T10:58:30.633Z
t7,Application Decision,6_0_3_2_0,application,7,expansion,plus_step,Same,False,1,4868.700000023819,2025-11-21T10:58:35.513Z
t7,Confidence Check,6_0_3_2_1,application,7,expansion,plus_step,Sure,,1,1421.300000011921,2025-11-21T10:58:36.949Z
t7,Application Decision,6_0_3_3_0,application,8,expansion,star_full,Same,True,1,4010.400000017893,2025-11-21T10:58:40.972Z
t7,Confidence Check,6_0_3_3_1,application,8,expansion,star_full,Very Sure,,1,905.0000000059372,2025-11-21T10:58:41.882Z
t7,Application Decision,6_0_3_4_0,application,9,expansion,diagonal_full,Same,False,3,4668.100000017905,2025-11-21T10:58:46.562Z
t7,Confidence Check,6_0_3_4_1,application,9,expansion,diagonal_full,Sure,,3,992.2999999999884,2025-11-21T10:58:47.569Z
t7,Score,6_0_4,,,,,skip,,,11598.100000023842,2025-11-21T10:58:59.175Z
t7,First Example,6_1_0,,,,,skip,,,4809.5,2025-11-21T10:59:04.003Z
t7,Inference Decision,6_1_1_0_0,inference,10,attraction,color,Same,True,2,2652.800000017858,2025-11-21T10:59:06.663Z
t7,Confidence Check,6_1_1_0_1,inference,10,attraction,color,Very Sure,,2,1284.300000011921,2025-11-21T10:59:07.961Z
t7,Inference Decision,6_1_1_1_0,inference,11,attraction,size,Same,False,3,3830.700000011944,2025-11-21T10:59:11.807Z
t7,Confidence Check,6_1_1_1_1,inference,11,attraction,size,Very Sure,,3,1161.7999999999884,2025-11-21T10:59:12.989Z
t7,Inference Decision,6_1_1_2_0,inference,12,attraction,gravity,Different,True,1,4196.800000011921,2025-11-21T10:59:17.189Z
t7,Confidence Check,6_1_1_2_1,inference,12,attraction,gravity,Very Sure,,1,1461.5000000059372,2025-11-21T10:59:18.654Z
t7,Inference Decision,6_1_1_3_0,inference,13,attraction,gravity,Same,True,1,6931.100000023842,2025-11-21T10:59:25.591Z
t7,Confidence Check,6_1_1_3_1,inference,13,attraction,gravity,Very Sure,,1,1417.0000000119326,2025-11-21T10:59:27.027Z
t7,Inference Decision,6_1_1_4_0,inference,14,attraction,color,Different,True,2,3508.4000000059605,2025-11-21T10:59:30.551Z
t7,Confidence Check,6_1_1_4_1,inference,14,attraction,color,Very Sure,,2,1414.9000000238302,2025-11-21T10:59:31.975Z
t7,Rule Reminder,6_1_2,,,,,skip,,,7537.100000017905,2025-11-21T10:59:39.529Z
t7,Application Decision,6_1_3_0_0,application,15,attraction,color,Same,True,2,6227.40000002383,2025-11-21T10:59:45.769Z
t7,Confidence Check,6_1_3_0_1,application,15,attraction,color,Very Sure,,2,1180.5000000178698,2025-11-21T10:59:46.956Z
t7,Application Decision,6_1_3_1_0,application,16,attraction,color,Same,True,2,2679.9000000000237,2025-11-21T10:59:49.639Z
t7,Confidence Check,6_1_3_1_1,application,16,attraction,color,Very Sure,,2,1145.7000000238186,2025-11-21T10:59:50.788Z
t7,Application Decision,6_1_3_2_0,application,17,attraction,gravity,Different,True,1,6783.40000002383,2025-11-21T10:59:57.575Z
t7,Confidence Check,6_1_3_2_1,application,17,attraction,gravity,Very Sure,,1,1155.0000000238651,2025-11-21T10:59:58.746Z
t7,Application Decision,6_1_3_3_0,application,18,attraction,size,Same,False,3,3710.500000011933,2025-11-21T11:00:02.469Z
t7,Confidence Check,6_1_3_3_1,application,18,attraction,size,Very Sure,,3,1299.100000017905,2025-11-21T11:00:03.775Z
t7,Application Decision,6_1_3_4_0,application,19,attraction,color,Same,True,2,2364.7000000238186,2025-11-21T11:00:06.156Z
t7,Confidence Check,6_1_3_4_1,application,19,attraction,color,Very Sure,,2,1042.8000000238535,2025-11-21T11:00:07.234Z
t7,Score,6_1_4,,,,,skip,,,7460.40000002383,2025-11-21T11:00:14.702Z
t7,First Example,6_2_0,,,,,skip,,,5823.00000001787,2025-11-21T11:00:20.531Z
t7,Inference Decision,6_2_1_0_0,inference,20,occlusion,reversal,Same,True,2,3572.100000023842,2025-11-21T11:00:24.113Z
t7,Confidence Check,6_2_1_0_1,inference,20,occlusion,reversal,Very Sure,,2,1439.100000005972,2025-11-21T11:00:25.563Z
t7,Inference Decision,6_2_1_1_0,inference,21,occlusion,reversal,Same,True,2,5334.100000017905,2025-11-21T11:00:30.908Z
t7,Confidence Check,6_2_1_1_1,inference,21,occlusion,reversal,Very Sure,,2,1044.4000000059605,2025-11-21T11:00:31.969Z
t7,Inference Decision,6_2_1_2_0,inference,22,occlusion,mirror_x,Different,True,2,7168.500000005937,2025-11-21T11:00:39.143Z
t7,Confidence Check,6_2_1_2_1,inference,22,occlusion,mirror_x,Very Sure,,2,1695.7000000178814,2025-11-21T11:00:40.852Z
t7,Inference Decision,6_2_1_3_0,inference,23,occlusion,reversal,Same,False,3,4922.200000023819,2025-11-21T11:00:45.779Z
t7,Confidence Check,6_2_1_3_1,inference,23,occlusion,reversal,Very Sure,,3,956.4000000000232,2025-11-21T11:00:46.747Z
t7,Inference Decision,6_2_1_4_0,inference,24,occlusion,reversal,Different,True,2,6256.4000000059605,2025-11-21T11:00:53.013Z
t7,Confidence Check,6_2_1_4_1,inference,24,occlusion,reversal,Very Sure,,2,1428.5999999999767,2025-11-21T11:00:54.452Z
t7,Rule Reminder,6_2_2,,,,,skip,,,4167.100000023842,2025-11-21T11:00:58.625Z
t7,Application Decision,6_2_3_0_0,application,25,occlusion,reversal,Same,True,2,6856.300000005984,2025-11-21T11:01:05.496Z
t7,Confidence Check,6_2_3_0_1,application,25,occlusion,reversal,Very Sure,,2,641.0000000059372,2025-11-21T11:01:06.147Z
t7,Application Decision,6_2_3_1_0,application,26,occlusion,mirror_y,Different,True,1,3251.800000005984,2025-11-21T11:01:09.408Z
t7,Confidence Check,6_2_3_1_1,application,26,occlusion,mirror_y,Very Sure,,1,873.4000000059605,2025-11-21T11:01:10.296Z
t7,Application Decision,6_2_3_2_0,application,27,occlusion,reversal,Same,True,2,5047.500000005937,2025-11-21T11:01:15.353Z
t7,Confidence Check,6_2_3_2_1,application,27,occlusion,reversal,Very Sure,,2,656.3000000238535,2025-11-21T11:01:16.031Z
t7,Application Decision,6_2_3_3_0,application,28,occlusion,rotate_180,Different,True,3,3895.6000000179047,2025-11-21T11:01:19.951Z
t7,Confidence Check,6_2_3_3_1,application,28,occlusion,rotate_180,Very Sure,,3,1186.600000017905,2025-11-21T11:01:21.142Z
t7,Application Decision,6_2_3_4_0,application,29,occlusion,reversal,Same,True,2,2498.6000000179047,2025-11-21T11:01:23.654Z
t7,Confidence Check,6_2_3_4_1,application,29,occlusion,reversal,Very Sure,,2,631.3000000119209,2025-11-21T11:01:24.304Z
t7,Score,6_2_4,,,,,skip,,,396534.60000002384,2025-11-21T11:08:00.857Z
t7,First Example,6_3_0,,,,,skip,,,6976.000000017928,2025-11-21T11:08:07.848Z
t7,Inference Decision,6_3_1_0_0,inference,30,arithmetic,majority,Same,True,1,3244.5999999999767,2025-11-21T11:08:11.100Z
t7,Confidence Check,6_3_1_0_1,inference,30,arithmetic,majority,Very Sure,,1,1987.700000006007,2025-11-21T11:08:13.093Z
t7,Inference Decision,6_3_1_1_0,inference,31,arithmetic,majority,Same,True,2,5504.500000023865,2025-11-21T11:08:18.610Z
t7,Confidence Check,6_3_1_1_1,inference,31,arithmetic,majority,Very Sure,,2,859.3000000237953,2025-11-21T11:08:19.481Z
t7,Inference Decision,6_3_1_2_0,inference,32,arithmetic,inversion,Same,False,1,5130.500000017928,2025-11-21T11:08:24.619Z
t7,Confidence Check,6_3_1_2_1,inference,32,arithmetic,inversion,Very Sure,,1,765.6000000238419,2025-11-21T11:08:25.387Z
t7,Inference Decision,6_3_1_3_0,inference,33,arithmetic,inversion,Same,True,1,3801.7000000238186,2025-11-21T11:08:29.207Z
t7,Confidence Check,6_3_1_3_1,inference,33,arithmetic,inversion,Very Sure,,1,852.4000000000233,2025-11-21T11:08:30.074Z
t7,Inference Decision,6_3_1_4_0,inference,34,arithmetic,minority,Same,False,3,2513.2000000238186,2025-11-21T11:08:32.601Z
t7,Confidence Check,6_3_1_4_1,inference,34,arithmetic,minority,Very Sure,,3,908.0,2025-11-21T11:08:33.512Z
t7,Rule Reminder,6_3_2,,,,,skip,,,4071.3000000237953,2025-11-21T11:08:37.593Z
t7,Application Decision,6_3_3_0_0,application,35,arithmetic,minority,Same,False,2,5273.9000000059605,2025-11-21T11:08:42.878Z
t7,Confidence Check,6_3_3_0_1,application,35,arithmetic,minority,Very Sure,,2,433.7000000238186,2025-11-21T11:08:43.322Z
t7,Application Decision,6_3_3_1_0,application,36,arithmetic,majority,Same,True,1,1990.500000017928,2025-11-21T11:08:45.328Z
t7,Confidence Check,6_3_3_1_1,application,36,arithmetic,majority,Very Sure,,1,465.5999999999767,2025-11-21T11:08:45.803Z
t7,Application Decision,6_3_3_2_0,application,37,arithmetic,majority,Same,True,3,2156.2000000238186,2025-11-21T11:08:47.977Z
t7,Confidence Check,6_3_3_2_1,application,37,arithmetic,majority,Very Sure,,3,597.1000000059139,2025-11-21T11:08:48.584Z
t7,Application Decision,6_3_3_3_0,application,38,arithmetic,majority,Same,True,1,2281.700000006007,2025-11-21T11:08:50.869Z
t7,Confidence Check,6_3_3_3_1,application,38,arithmetic,majority,Very Sure,,1,547.3000000059837,2025-11-21T11:08:51.435Z
t7,Application Decision,6_3_3_4_0,application,39,arithmetic,inversion,Different,True,1,5091.000000023865,2025-11-21T11:08:56.562Z
t7,Confidence Check,6_3_3_4_1,application,39,arithmetic,inversion,Very Sure,,1,1361.9000000059605,2025-11-21T11:08:57.932Z
t7,Score,6_3_4,,,,,skip,,,7711.400000011898,2025-11-21T11:09:05.648Z
t8,First Example,4_0_0,,,,,skip,,,32806.0,2025-11-21T11:02:08.217Z
t8,Inference Decision,4_0_1_0_0,practice,p1,,,Different,True,,15034.0,2025-11-21T11:02:23.278Z
t8,Inference Decision,4_0_1_1_0,practice,p2,,,Different,False,,15461.00000000003,2025-11-21T11:02:39.772Z
t8,Inference Decision,4_0_1_2_0,practice,p3,,,Different,True,,11832.0,2025-11-21T11:02:52.629Z
t8,Rule Reminder,4_0_2,,,,,skip,,,8593.0,2025-11-21T11:03:02.258Z
t8,Application Decision,4_0_3_0_0,practice,p5,,,Different,True,,10750.000000000058,2025-11-21T11:03:13.032Z
t8,Application Decision,4_0_3_1_0,practice,p4,,,Same,True,,6718.0,2025-11-21T11:03:20.784Z
t8,Application Decision,4_0_3_2_0,practice,p6,,,Same,True,,7242.0,2025-11-21T11:03:29.058Z
t8,First Example,4_2_0,,,,,skip,,,3981.0,2025-11-21T11:03:39.096Z
t8,Inference Decision,4_2_1_0_0,practice,p1,,,Different,True,,6683.0,2025-11-21T11:03:45.817Z
t8,Inference Decision,4_2_1_1_0,practice,p2,,,Same,True,,8902.000000000058,2025-11-21T11:03:55.753Z
t8,Inference Decision,4_2_1_2_0,practice,p3,,,Different,True,,8947.0,2025-11-21T11:04:05.732Z
t8,Rule Reminder,4_2_2,,,,,skip,,,4936.0,2025-11-21T11:04:11.691Z
t8,Application Decision,4_2_3_0_0,practice,p4,,,Same,True,,6659.000000000058,2025-11-21T11:04:18.379Z
t8,Application Decision,4_2_3_1_0,practice,p5,,,Different,True,,6708.0,2025-11-21T11:04:26.112Z
t8,Application Decision,4_2_3_2_0,practice,p6,,,Same,True,,4702.0,2025-11-21T11:04:31.840Z
t8,First Example,6_0_0,,,,,skip,,,14048.0,2025-11-21T11:04:52.204Z
t8,Inference Decision,6_0_1_0_0,inference,0,expansion,star_step,Different,True,1,18754.0,2025-11-21T11:05:10.995Z
t8,Confidence Check,6_0_1_0_1,inference,0,expansion,star_step,Sure,,1,4710.0,2025-11-21T11:05:15.735Z
t8,Inference Decision,6_0_1_1_0,inference,1,expansion,star_step,Same,True,1,5289.0,2025-11-21T11:05:21.047Z
t8,Confidence Check,6_0_1_1_1,inference,1,expansion,star_step,Very Sure,,1,1834.0,2025-11-21T11:05:22.912Z
t8,Inference Decision,6_0_1_2_0,inference,2,expansion,plus_full,Different,True,1,6732.0,2025-11-21T11:05:29.675Z
t8,Confidence Check,6_0_1_2_1,inference,2,expansion,plus_full,Very Sure,,1,1824.0000000000584,2025-11-21T11:05:31.533Z
t8,Inference Decision,6_0_1_3_0,inference,3,expansion,plus_full,Same,True,1,4376.0,2025-11-21T11:05:35.936Z
t8,Confidence Check,6_0_1_3_1,inference,3,expansion,plus_full,Very Sure,,1,2305.0,2025-11-21T11:05:38.265Z
